Word	Tag	Length	Sentence#
HfxJohnny	O	9	74
BODY	O	4	74
GLIDE	O	5	74
before	O	6	74
you	O	3	74
walk	O	4	74
.	O	1	74
If	O	2	74
it	O	2	74
's	O	2	74
red	O	3	74
and	O	3	74
irritated	O	9	74
afterwards	O	10	74
some	O	4	74
Hydrocortisone	B-	14	74
cream	I-	5	74
always	O	6	74
helps	O	5	74
with	O	4	74
short	O	5	74
term	O	4	74
use	O	3	74
.	O	1	74
@	O	1	75
hamblin_harlie	O	14	75
no	O	2	75
they	O	4	75
're	O	3	75
holding	O	7	75
off	O	3	75
until	O	5	75
4	O	1	75
bc	O	2	75
the	O	3	75
nurses	O	6	75
did	O	3	75
n't	O	3	75
give	O	4	75
me	O	2	75
enough	O	6	75
gels	O	4	75
last	O	4	75
night	O	5	75
&	O	1	75
amp	O	3	75
;	O	1	75
started	O	7	75
me	O	2	75
late	O	4	75
on	O	2	75
pitosin	B-	7	75
today	O	5	75
🙄😭	O	2	75
@	O	1	76
Chocolate_jade_	O	15	76
oh	O	2	76
lawd😭😭	O	6	76
that	O	4	76
's	O	2	76
kinda	O	5	76
why	O	3	76
I	O	1	76
want	O	4	76
to	O	2	76
get	O	3	76
the	O	3	76
epidural	B-	8	76
😩	O	1	76
so	O	2	76
I	O	1	76
wo	O	2	76
n't	O	3	76
feel	O	4	76
stitches	O	8	76
😂	O	1	76
Sprite	O	6	77
and	O	3	77
Zantac	B-	6	77
..	O	2	77
Maybe	O	5	77
🍕	O	1	77
was	O	3	77
n't	O	3	77
the	O	3	77
best	O	4	77
idea	O	4	77
.	O	1	77
😂	O	1	77
#	O	1	77
pregnancyissues	O	15	77
#	O	1	77
itsnotrainbowsandunicorns	O	25	77
My	O	2	78
iron	B-	4	78
pill	I-	4	78
makes	O	5	78
me	O	2	78
me	O	2	78
feel	O	4	78
crappy	O	6	78
as	O	2	78
heck	O	4	78
.	O	1	78
🙄	O	1	78
Bout	O	4	79
to	O	2	79
be	O	2	79
in	O	2	79
a	O	1	79
Benadryl	B-	8	79
induced	O	7	79
coma	O	4	79
😴	O	1	79
@	O	1	80
PrettyAnd_Tall	O	14	80
🤔🤔	O	2	80
I	O	1	80
might	O	5	80
get	O	3	80
the	O	3	80
IUD	B-	3	80
then	O	4	80
😭😭😂	O	3	80
So	O	2	81
much	O	4	81
information	O	11	81
on	O	2	81
vaccines	B-	8	81
.	O	1	81
Oh	O	2	81
my	O	2	81
.	O	1	81
Balloon	O	7	82
is	O	2	82
out	O	3	82
and	O	3	82
it	O	2	82
did	O	3	82
its	O	3	82
job	O	3	82
...	O	3	82
I	O	1	82
'm	O	2	82
now	O	3	82
at	O	2	82
5cm	O	3	82
and	O	3	82
we	O	2	82
've	O	3	82
just	O	4	82
started	O	7	82
a	O	1	82
little	O	6	82
pitocin	B-	7	82
:	O	1	82
)	O	1	82
I	O	1	83
ca	O	2	83
n't	O	3	83
stomach	O	7	83
prenatals	B-	9	83
or	O	2	83
any	O	3	83
other	O	5	83
vitamins	O	8	83
to	O	2	83
help	O	4	83
,	O	1	83
so	O	2	83
being	O	5	83
able	O	4	83
to	O	2	83
stomach	O	7	83
something	O	9	83
nutritious	O	10	83
for	O	3	83
my	O	2	83
baby	O	4	83
is	O	2	83
a	O	1	83
big	O	3	83
thing	O	5	83
to	O	2	83
me	O	2	83
.	O	1	83
❤️	O	2	83
I	O	1	84
ca	O	2	84
n't	O	3	84
stomach	O	7	84
prenatals	O	9	84
or	O	2	84
any	O	3	84
other	O	5	84
vitamins	B-	8	84
to	O	2	84
help	O	4	84
,	O	1	84
so	O	2	84
being	O	5	84
able	O	4	84
to	O	2	84
stomach	O	7	84
something	O	9	84
nutritious	O	10	84
for	O	3	84
my	O	2	84
baby	O	4	84
is	O	2	84
a	O	1	84
big	O	3	84
thing	O	5	84
to	O	2	84
me	O	2	84
.	O	1	84
❤️	O	2	84
@	O	1	85
DAMchildsmom	O	12	85
he	O	2	85
's	O	2	85
been	O	4	85
ok	O	2	85
'd	O	2	85
my	O	2	85
his	O	3	85
doc	O	3	85
to	O	2	85
take	O	4	85
baby	O	4	85
Benadryl	B-	8	85
....	O	4	85
Just	O	4	85
saying	O	6	85
.	O	1	85
Blonde	O	6	86
,	O	1	86
Botox	B-	5	86
,	O	1	86
boobs	O	5	86
.	O	1	86
Fat	O	3	86
cunt	O	4	86
will	O	4	86
love	O	4	86
her	O	3	86
.	O	1	86
#	O	1	86
CelebrityBigBrother	O	19	86
I	O	1	87
take	O	4	87
a	O	1	87
baby	B-	4	87
aspirin	I-	7	87
every	O	5	87
night	O	5	87
before	O	6	87
bed	O	3	87
,	O	1	87
for	O	3	87
my	O	2	87
#	O	1	87
FactorVLeiden	O	13	87
,	O	1	87
and	O	3	87
I	O	1	87
throw	O	5	87
it	O	2	87
back	O	4	87
up	O	2	87
every	O	5	87
morning	O	7	87
#	O	1	87
fvl	O	3	87
#	O	1	87
pregnancyproblems	O	17	87
#	O	1	87
conundrum	O	9	87
@	O	1	88
jennabennabear	O	14	88
@	O	1	88
RaynaJaye	O	9	88
sudafed	B-	7	88
.	O	1	88
Soo	O	3	89
about	O	5	89
to	O	2	89
see	O	3	89
how	O	3	89
this	O	4	89
castor	B-	6	89
oil	I-	3	89
works	O	5	89
😂	O	1	89
come	O	4	89
on	O	2	89
Mason	O	5	89
.	O	1	89
They	O	4	90
say	O	3	90
if	O	2	90
you	O	3	90
take	O	4	90
a	O	1	90
Benadryl	B-	8	90
it	O	2	90
'll	O	3	90
knock	O	5	90
you	O	3	90
and	O	3	90
your	O	4	90
baby	O	4	90
out	O	3	90
,	O	1	90
only	O	4	90
my	O	2	90
child	O	5	90
will	O	4	90
be	O	2	90
in	O	2	90
my	O	2	90
belly	O	5	90
having	O	6	90
a	O	1	90
dollar	O	6	90
party	O	5	90
still	O	5	90
🙄	O	1	90
My	O	2	91
zofran	B-	6	91
pump	O	4	91
is	O	2	91
my	O	2	91
biggest	O	7	91
insecurity	O	10	91
right	O	5	91
now	O	3	91
,	O	1	91
but	O	3	91
it	O	2	91
saved	O	5	91
mine	O	4	91
&	O	1	91
amp	O	3	91
;	O	1	91
my	O	2	91
babies	O	6	91
life	O	4	91
.	O	1	91
That	O	4	91
usually	O	7	91
helps	O	5	91
me	O	2	91
ignore	O	6	91
the	O	3	91
stares💕	O	7	91
#	O	1	91
hyperemesis	O	11	91
Laying	O	6	92
in	O	2	92
from	O	4	92
of	O	2	92
the	O	3	92
TV	O	2	92
listening	O	9	92
to	O	2	92
the	O	3	92
campfire	O	8	92
channel	O	7	92
on	O	2	92
TV	O	2	92
.	O	1	92
My	O	2	92
Saturday	O	8	92
nights	O	6	92
have	O	4	92
become	O	6	92
so	O	2	92
tame	O	4	92
.	O	1	92
#	O	1	92
PJs	O	3	92
#	O	1	92
water	O	5	92
#	O	1	92
Gaviscon	B-	8	92
Tums	B-	4	93
are	O	3	93
my	O	2	93
new	O	3	93
best	O	4	93
friend	O	6	93
Heartburn	O	9	94
woke	O	4	94
me	O	2	94
up	O	2	94
at	O	2	94
4:30am	O	6	94
.	O	1	94
C'mon	O	5	94
Gaviscon	B-	8	94
,	O	1	94
do	O	2	94
your	O	4	94
thing	O	5	94
!	O	1	94
!	O	1	94
A	O	1	95
horrible	O	8	95
migraine	O	8	95
kept	O	4	95
me	O	2	95
from	O	4	95
working	O	7	95
a	O	1	95
full	O	4	95
day	O	3	95
at	O	2	95
work	O	4	95
.	O	1	95
Also	O	4	95
,	O	1	95
half	O	4	95
my	O	2	95
department	O	10	95
has	O	3	95
the	O	3	95
flu	O	3	95
.	O	1	95
Hopefully	O	9	95
my	O	2	95
flu	B-	3	95
shot	I-	4	95
works	O	5	95
!	O	1	95
!	O	1	95
I	O	1	96
liked	O	5	96
a	O	1	96
@	O	1	96
YouTube	O	7	96
video	O	5	96
http	O	4	96
:	O	1	96
//t.co/BQZgSflNlV	O	17	96
Lupron	B-	6	96
self	O	4	96
injection	O	9	96
..	O	2	96
Yikes	O	5	96
!	O	1	96
@	O	1	97
Audii_5000	O	10	97
awwe	O	4	97
mane	O	4	97
where	O	5	97
that	O	4	97
epidural	B-	8	97
at	O	2	97
😩😩	O	2	97
@	O	1	98
goodvibesbritt	O	14	98
best	O	4	98
advice	O	6	98
you	O	3	98
can	O	3	98
ever	O	4	98
get	O	3	98
,	O	1	98
drink	O	5	98
a	O	1	98
gallon	O	6	98
of	O	2	98
water	O	5	98
and	O	3	98
take	O	4	98
a	O	1	98
Tylenol	B-	7	98
before	O	6	98
you	O	3	98
go	O	2	98
out	O	3	98
love	O	4	98
!	O	1	98
!	O	1	98
Lol	O	3	98
happy	O	5	98
early	O	5	98
bday🍻🍺🍻🍺🍻	O	9	98
@	O	1	99
landon707	O	9	99
It	O	2	99
's	O	2	99
an	O	2	99
old	O	3	99
one	O	3	99
&	O	1	99
amp	O	3	99
;	O	1	99
absolutely	O	10	99
absurd	O	6	99
.	O	1	99
Type	O	4	99
1	O	1	99
diabetics	O	9	99
go	O	2	99
on	O	2	99
insulin	B-	7	99
to	O	2	99
save	O	4	99
their	O	5	99
lives	O	5	99
.	O	1	99
They	O	4	99
do	O	2	99
n't	O	3	99
magically	O	9	99
develop	O	7	99
DM	O	2	99
from	O	4	99
GMO	O	3	99
Jesus	O	5	100
Christ	O	6	100
how	O	3	100
did	O	3	100
I	O	1	100
let	O	3	100
myself	O	6	100
run	O	3	100
out	O	3	100
of	O	2	100
painkillers	B-	11	100
?	O	1	100
?	O	1	100
Fuuuuuuuck	O	10	100
I	O	1	100
can	O	3	100
barely	O	6	100
move	O	4	100
out	O	3	100
of	O	2	100
bed	O	3	100
!	O	1	100
I	O	1	101
ca	O	2	101
n't	O	3	101
type	O	4	101
properly	O	8	101
tonight	O	7	101
!	O	1	101
Too	O	3	101
much	O	4	101
TV	O	2	101
and	O	3	101
flu	B-	3	101
medication	I-	10	101
...	O	3	101
I	O	1	101
'm	O	2	101
going	O	5	101
back	O	4	101
to	O	2	101
my	O	2	101
sofa	O	4	101
home	O	4	101
.	O	1	101
The	O	3	102
only	O	4	102
thing	O	5	102
I	O	1	102
hate	O	4	102
about	O	5	102
IUD	B-	3	102
are	O	3	102
the	O	3	102
cramps	O	6	102
💆🏻	O	2	102
like	O	4	102
wtf	O	3	102
I	O	1	102
feel	O	4	102
like	O	4	102
imma	O	4	102
die	O	3	102
sometimes	O	9	102
I	O	1	103
do	O	2	103
n't	O	3	103
get	O	3	103
it	O	2	103
all	O	3	103
the	O	3	103
other	O	5	103
doctors	O	7	103
said	O	4	103
she	O	3	103
was	O	3	103
good	O	4	103
so	O	2	103
I	O	1	103
'm	O	2	103
not	O	3	103
giving	O	6	103
her	O	3	103
stupid	O	6	103
steroids	B-	8	103
it	O	2	103
's	O	2	103
gon	O	3	103
na	O	2	103
make	O	4	103
her	O	3	103
overweight	O	10	103
Pregnancy	O	9	104
Accomplishments	O	15	104
?	O	1	104
Finished	O	8	104
off	O	3	104
a	O	1	104
large	O	5	104
bottle	O	6	104
of	O	2	104
Tums	B-	4	104
.	O	1	104
@	O	1	105
CanadianKelli	O	13	105
I	O	1	105
sucked	O	6	105
back	O	4	105
so	O	2	105
much	O	4	105
entonox	B-	7	105
over	O	4	105
the	O	3	105
labour	O	6	105
I	O	1	105
had	O	3	105
a	O	1	105
massive	O	7	105
hangover	O	8	105
the	O	3	105
next	O	4	105
day	O	3	105
.	O	1	105
tylenol	B-	7	106
is	O	2	106
gay	O	3	106
af	O	2	106
.	O	1	106
@	O	1	107
CALiFOREiGN_ASS	O	15	107
how	O	3	107
was	O	3	107
I	O	1	107
supposed	O	8	107
to	O	2	107
know	O	4	107
?	O	1	107
It	O	2	107
's	O	2	107
one	O	3	107
full	O	4	107
bottle	O	6	107
and	O	3	107
a	O	1	107
few	O	3	107
pills	B-	5	107
in	O	2	107
the	O	3	107
other	O	5	107
.	O	1	107
Got	O	3	107
ta	O	2	107
find	O	4	107
them	O	4	107
.	O	1	107
You	O	3	107
can	O	3	107
have	O	4	107
them	O	4	107
.	O	1	107
@	O	1	108
CanadianKelli	O	13	108
well	O	4	108
nitrous	B-	7	108
..	O	2	108
those	O	5	108
college	O	7	108
boys	O	4	108
did	O	3	108
straight	O	8	108
nitrous.oh	O	10	108
lord	O	4	108
.	O	1	108
@	O	1	109
CanadianKelli	O	13	109
well	O	4	109
nitrous	O	7	109
..	O	2	109
those	O	5	109
college	O	7	109
boys	O	4	109
did	O	3	109
straight	O	8	109
nitrous	B-	7	109
.oh	O	3	109
lord	O	4	109
.	O	1	109
@	O	1	110
dailydairydiary	O	15	110
the	O	3	110
burn	O	4	110
is	O	2	110
real	O	4	110
.	O	1	110
I	O	1	110
am	O	2	110
having	O	6	110
a	O	1	110
hard	O	4	110
time	O	4	110
breathing	O	9	110
.	O	1	110
Need	O	4	110
my	O	2	110
Tums	B-	4	110
to	O	2	110
kick	O	4	110
in	O	2	110
😖	O	1	110
@	O	1	111
claudiduh	O	9	111
Aww	O	3	111
,	O	1	111
thanks	O	6	111
for	O	3	111
the	O	3	111
encouragement	O	13	111
!	O	1	111
You	O	3	111
took	O	4	111
antibiotics	B-	11	111
and	O	3	111
it	O	2	111
took	O	4	111
care	O	4	111
of	O	2	111
it	O	2	111
?	O	1	111
And	O	3	112
dnt	O	3	112
be	O	2	112
mad	O	3	112
cause	O	5	112
my	O	2	112
relaxer	O	7	112
look	O	4	112
bomb	O	4	112
and	O	3	112
i	O	1	112
got	O	3	112
a	O	1	112
head	O	4	112
full	O	4	112
of	O	2	112
hair	O	4	112
...	O	3	112
eat	O	3	112
u	O	1	112
some	O	4	112
prenatals	B-	9	112
...	O	3	112
Keep	O	4	113
tellin	O	6	113
ppl	O	3	113
ian	O	3	113
getting	O	7	113
da	O	2	113
epidural	B-	8	113
.	O	1	113
Lol	O	3	113
@	O	1	114
KyFaSt	O	6	114
I	O	1	114
'm	O	2	114
totes	O	5	114
fine	O	4	114
-	O	1	114
just	O	4	114
need	O	4	114
a	O	1	114
Tylenol	B-	7	114
and	O	3	114
to	O	2	114
teach	O	5	114
my	O	2	114
dog	O	3	114
some	O	4	114
compassion	O	10	114
😂	O	1	114
@	O	1	115
Ms_Laela	O	8	115
epidural	B-	8	115
is	O	2	115
for	O	3	115
quitters	O	8	115
.	O	1	115
lol	O	3	115
.	O	1	115
@	O	1	116
Noct_Harley	O	11	116
yep	O	3	116
.	O	1	116
Antibiotics	B-	11	116
&	O	1	116
amp	O	3	116
;	O	1	116
prayers	O	7	116
that	O	4	116
it	O	2	116
passes	O	6	116
&	O	1	116
amp	O	3	116
;	O	1	116
does	O	4	116
n't	O	3	116
spread	O	6	116
to	O	2	116
my	O	2	116
other	O	5	116
ear	O	3	116
since	O	5	116
I	O	1	116
took	O	4	116
all	O	3	116
of	O	2	116
my	O	2	116
vacation	O	8	116
time	O	4	116
already	O	7	116
.	O	1	116
Not	O	3	117
sure	O	4	117
if	O	2	117
I	O	1	117
should	O	6	117
ask	O	3	117
for	O	3	117
my	O	2	117
epidural	B-	8	117
already	O	7	117
or	O	2	117
not	O	3	117
...	O	3	117
I	O	1	117
'm	O	2	117
so	O	2	117
scared	O	6	117
of	O	2	117
how	O	3	117
much	O	4	117
pain	O	4	117
it	O	2	117
's	O	2	117
gon	O	3	117
na	O	2	117
be	O	2	117
!	O	1	117
!	O	1	117
!	O	1	117
!	O	1	117
😔	O	1	117
@	O	1	118
CanadianKelli	O	13	118
I	O	1	118
used	O	4	118
the	O	3	118
entonox	B-	7	118
for	O	3	118
hours	O	5	118
.	O	1	118
Sucked	O	6	118
back	O	4	118
two	O	3	118
portable	O	8	118
tanks	O	5	118
.	O	1	118
Couple	O	6	118
hours	O	5	118
post	O	4	118
birth	O	5	118
.	O	1	118
Massive	O	7	118
headache	O	8	118
and	O	3	118
eye	O	3	118
pain	O	4	118
.	O	1	118
@	O	1	119
Huntersprize	O	12	119
I	O	1	119
took	O	4	119
the	O	3	119
'Canadian	O	9	119
version	O	7	119
'	O	1	119
of	O	2	119
Unisom	B-	6	119
and	O	3	119
thankfully	O	10	119
slept	O	5	119
decently	O	8	119
with	O	4	119
just	O	4	119
the	O	3	119
regular	O	7	119
bathroom	O	8	119
breaks	O	6	119
haha	O	4	119
Told	O	4	120
me	O	2	120
to	O	2	120
make	O	4	120
friends	O	7	120
with	O	4	120
other	O	5	120
real	O	4	120
housewives	O	10	120
of	O	2	120
Brentwood	O	9	120
so	O	2	120
we	O	2	120
could	O	5	120
talk	O	4	120
about	O	5	120
rich	O	4	120
husbands	O	8	120
and	O	3	120
Botox	B-	5	120
😭😂	O	2	120
@	O	1	121
xmermaidmama	O	12	121
you	O	3	121
can	O	3	121
try	O	3	121
vitamins	B-	8	121
for	O	3	121
Olivia	O	6	121
!	O	1	121
Hudson	O	6	121
has	O	3	121
taken	O	5	121
vitamins	O	8	121
since	O	5	121
the	O	3	121
NICU	O	4	121
&	O	1	121
amp	O	3	121
;	O	1	121
it	O	2	121
helps	O	5	121
him	O	3	121
gain	O	4	121
weight	O	6	121
@	O	1	122
xmermaidmama	O	12	122
you	O	3	122
can	O	3	122
try	O	3	122
vitamins	O	8	122
for	O	3	122
Olivia	O	6	122
!	O	1	122
Hudson	O	6	122
has	O	3	122
taken	O	5	122
vitamins	B-	8	122
since	O	5	122
the	O	3	122
NICU	O	4	122
&	O	1	122
amp	O	3	122
;	O	1	122
it	O	2	122
helps	O	5	122
him	O	3	122
gain	O	4	122
weight	O	6	122
@	O	1	123
_JasmineMilan	O	13	123
🤔	O	1	123
you	O	3	123
must	O	4	123
have	O	4	123
got	O	3	123
an	O	2	123
epidural	B-	8	123
?	O	1	123
My	O	2	124
little	O	6	124
Ains	O	4	124
is	O	2	124
under	O	5	124
the	O	3	124
weather	O	7	124
.	O	1	124
She	O	3	124
is	O	2	124
has	O	3	124
viral	O	5	124
tonsillitis	O	11	124
.	O	1	124
They	O	4	124
do	O	2	124
n't	O	3	124
give	O	4	124
antibiotics	B-	11	124
…	O	1	124
https	O	5	124
:	O	1	124
//t.co/Rrm2sww15d	O	17	124
@	O	1	125
DeeJacksonVille	O	15	125
Braylon	O	7	125
and	O	3	125
yep	O	3	125
with	O	4	125
the	O	3	125
help	O	4	125
of	O	2	125
epidural	B-	8	125
keeping	O	7	125
the	O	3	125
pain	O	4	125
away	O	4	125
@	O	1	126
ChloeMugg	O	9	126
I	O	1	126
'm	O	2	126
allowed	O	7	126
gravol	B-	6	126
for	O	3	126
nights	O	6	126
I	O	1	126
ca	O	2	126
n't	O	3	126
get	O	3	126
to	O	2	126
sleep	O	5	126
.	O	1	126
Not	O	3	126
as	O	2	126
strong	O	6	126
as	O	2	126
good	O	4	126
stuff	O	5	126
but	O	3	126
something	O	9	126
?	O	1	126
If	O	2	127
anyone	O	6	127
tells	O	5	127
you	O	3	127
that	O	4	127
the	O	3	127
epidural	B-	8	127
wo	O	2	127
n't	O	3	127
make	O	4	127
your	O	4	127
back	O	4	127
hurt	O	4	127
.	O	1	127
THEM	O	4	127
HOES	O	4	127
ARE	O	3	127
LYING	O	5	127
.	O	1	127
My	O	2	127
lower	O	5	127
back	O	4	127
has	O	3	127
been	O	4	127
in	O	2	127
pain	O	4	127
since	O	5	127
.	O	1	127
my	O	2	128
birth	B-	5	128
control	I-	7	128
patch	I-	5	128
has	O	3	128
made	O	4	128
my	O	2	128
tits	O	4	128
huge	O	4	128
as	O	2	128
fuq	O	3	128
🙏	O	1	128
#	O	1	128
thankyou	O	8	128
@	O	1	129
_jasmineyvonne	O	14	129
Hey	O	3	129
!	O	1	129
He	O	2	129
is	O	2	129
sleep	O	5	129
...	O	3	129
still	O	5	129
has	O	3	129
a	O	1	129
Lil	O	3	129
anesthesia	B-	10	129
...	O	3	129
but	O	3	129
had	O	3	129
2	O	1	129
bottles	O	7	129
of	O	2	129
Pedialyte	O	9	129
and	O	3	129
has	O	3	129
n't	O	3	129
thrown	O	6	129
up	O	2	129
...	O	3	129
might	O	5	129
be	O	2	129
home	O	4	129
today	O	5	129
Off	O	3	130
to	O	2	130
get	O	3	130
my	O	2	130
flu	B-	3	130
shot	I-	4	130
at	O	2	130
work	O	4	130
today	O	5	130
,	O	1	130
want	O	4	130
to	O	2	130
get	O	3	130
a	O	1	130
head	O	4	130
start	O	5	130
at	O	2	130
building	O	8	130
my	O	2	130
immunity	O	8	130
to	O	2	130
protect	O	7	130
me	O	2	130
and	O	3	130
baby	O	4	130
!	O	1	130
#	O	1	130
getyourflushot	O	14	130
Yeah	O	4	131
im	O	2	131
allergic	O	8	131
to	O	2	131
codiene	B-	7	131
*	O	1	131
idunno	O	6	131
if	O	2	131
I	O	1	131
spelled	O	7	131
that	O	4	131
right	O	5	131
*	O	1	131
I	O	1	131
learned	O	7	131
that	O	4	131
the	O	3	131
hard	O	4	131
way	O	3	131
Steroid	B-	7	132
injection	I-	9	132
s	O	1	132
sting	O	5	132
like	O	4	132
a	O	1	132
trooper	O	7	132
!	O	1	132
!	O	1	132
I	O	1	132
do	O	2	132
n't	O	3	132
mind	O	4	132
needles	O	7	132
but	O	3	132
frig	O	4	132
me	O	2	132
the	O	3	132
liquid	O	6	132
hurts	O	5	132
!	O	1	132
!	O	1	132
“	O	1	133
@	O	1	133
lilduval	O	8	133
:	O	1	133
U	O	1	133
got	O	3	133
a	O	1	133
birth	B-	5	133
control	I-	7	133
shot	I-	4	133
so	O	2	133
u	O	1	133
would	O	5	133
n't	O	3	133
get	O	3	133
pregnant	O	8	133
.	O	1	133
Now	O	3	133
you	O	3	133
fat	O	3	133
and	O	3	133
look	O	4	133
pregnant	O	8	133
from	O	4	133
the	O	3	133
side	O	4	133
effects.	O	8	133
”	O	1	133
😂😂😂	O	3	133
LOL	O	3	133
!	O	1	133
I	O	1	134
need	O	4	134
some	O	4	134
tums	B-	4	134
Me	O	2	135
&	O	1	135
amp	O	3	135
;	O	1	135
baby	O	4	135
are	O	3	135
sick	O	4	135
😔	O	1	135
I	O	1	135
have	O	4	135
strep	O	5	135
throat	O	6	135
&	O	1	135
amp	O	3	135
;	O	1	135
I	O	1	135
'm	O	2	135
taking	O	6	135
Tylenol	B-	7	135
for	O	3	135
fever	O	5	135
...	O	3	135
😢	O	1	135
Pray	O	4	135
for	O	3	135
us	O	2	135
💔	O	1	135
@	O	1	136
ChloeMugg	O	9	136
I	O	1	136
got	O	3	136
asked	O	5	136
if	O	2	136
I	O	1	136
tried	O	5	136
ginger	O	6	136
...	O	3	136
I	O	1	136
'm	O	2	136
on	O	2	136
8	O	1	136
pills	O	5	136
of	O	2	136
diclectin	B-	9	136
a	O	1	136
day	O	3	136
...	O	3	136
yeah	O	4	136
,	O	1	136
I	O	1	136
've	O	3	136
tried	O	5	136
everything	O	10	136
!	O	1	136
@	O	1	137
mrrrager	O	8	137
oh	O	2	137
nooo	O	4	137
!	O	1	137
!	O	1	137
Do	O	2	137
you	O	3	137
take	O	4	137
anything	O	8	137
for	O	3	137
it	O	2	137
?	O	1	137
I	O	1	137
have	O	4	137
to	O	2	137
take	O	4	137
150mg	O	5	137
Zantac	B-	6	137
twice	O	5	137
a	O	1	137
day	O	3	137
&	O	1	137
amp	O	3	137
;	O	1	137
drink	O	5	137
gaviscon	O	8	137
extra	O	5	137
strength	O	8	137
whenever	O	8	137
I	O	1	137
need	O	4	137
..	O	2	137
@	O	1	138
mrrrager	O	8	138
oh	O	2	138
nooo	O	4	138
!	O	1	138
!	O	1	138
Do	O	2	138
you	O	3	138
take	O	4	138
anything	O	8	138
for	O	3	138
it	O	2	138
?	O	1	138
I	O	1	138
have	O	4	138
to	O	2	138
take	O	4	138
150mg	O	5	138
Zantac	O	6	138
twice	O	5	138
a	O	1	138
day	O	3	138
&	O	1	138
amp	O	3	138
;	O	1	138
drink	O	5	138
gaviscon	B-	8	138
extra	O	5	138
strength	O	8	138
whenever	O	8	138
I	O	1	138
need	O	4	138
..	O	2	138
Hudson	O	6	139
is	O	2	139
FINALLY	O	7	139
off	O	3	139
his	O	3	139
antibiotics	B-	11	139
&	O	1	139
amp	O	3	139
;	O	1	139
his	O	3	139
IV	O	2	139
drip	O	4	139
👏🏼🙌🏼	O	4	139
one	O	3	139
step	O	4	139
closer	O	6	139
to	O	2	139
coming	O	6	139
home	O	4	139
@	O	1	140
alison_buck239	O	14	140
they	O	4	140
might	O	5	140
give	O	4	140
you	O	3	140
steroids	B-	8	140
to	O	2	140
help	O	4	140
her	O	3	140
lungs	O	5	140
&	O	1	140
amp	O	3	140
;	O	1	140
another	O	7	140
medication	O	10	140
that	O	4	140
will	O	4	140
stop	O	4	140
contractions	O	12	140
,	O	1	140
that	O	4	140
usually	O	7	140
works	O	5	140
!	O	1	140
The	O	3	141
caffeine	B-	8	141
pills	I-	5	141
have	O	4	141
finally	O	7	141
worn	O	4	141
off	O	3	141
,	O	1	141
time	O	4	141
to	O	2	141
get	O	3	141
a	O	1	141
half	O	4	141
hour	O	4	141
nap	O	3	141
before	O	6	141
James	O	5	141
wakes	O	5	141
up	O	2	141
again	O	5	141
Imma	O	4	142
get	O	3	142
Botox	B-	5	142
so	O	2	142
my	O	2	142
brows	O	5	142
can	O	3	142
be	O	2	142
snatched	O	8	142
like	O	4	142
@	O	1	142
Amrezyyy	O	8	142
Staying	O	7	143
in	O	2	143
the	O	3	143
hospital	O	8	143
tonight.Diagnosed	O	17	143
with	O	4	143
preeclampsia.Was	O	16	143
given	O	5	143
shots	B-	5	143
to	O	2	143
make	O	4	143
her	O	3	143
lungs	O	5	143
grow	O	4	143
faster	O	6	143
,	O	1	143
and	O	3	143
hoping	O	6	143
she	O	3	143
stays	O	5	143
baking	O	6	143
longer	O	6	143
I	O	1	144
'm	O	2	144
all	O	3	144
like	O	4	144
babe	O	4	144
I	O	1	144
love	O	4	144
you	O	3	144
but	O	3	144
stay	O	4	144
the	O	3	144
fuck	O	4	144
away	O	4	144
from	O	4	144
me	O	2	144
*	O	1	144
throws	O	6	144
Tylenol	B-	7	144
&	O	1	144
amp	O	3	144
;	O	1	144
wet	O	3	144
rag	O	3	144
from	O	4	144
across	O	6	144
room	O	4	144
*	O	1	144
&	O	1	144
amp	O	3	144
;	O	1	144
sleep	O	5	144
on	O	2	144
the	O	3	144
couch	O	5	144
tonight	O	7	144
🙃	O	1	144
These	O	5	145
new	O	3	145
prenatal	B-	8	145
vitamins	I-	8	145
make	O	4	145
me	O	2	145
sick	O	4	145
.	O	1	145
😖	O	1	145
“	O	1	146
@	O	1	146
ifunnyorfact	O	12	146
:	O	1	146
Women	O	5	146
who	O	3	146
pretend	O	7	146
to	O	2	146
like	O	4	146
football	O	8	146
are	O	3	146
the	O	3	146
same	O	4	146
women	O	5	146
who	O	3	146
pretend	O	7	146
to	O	2	146
be	O	2	146
on	O	2	146
birth	B-	5	146
control	I-	7	146
.	O	1	146
”	O	1	146
😂😂	O	2	146
My	O	2	147
diet	O	4	147
consists	O	8	147
of	O	2	147
adderall	B-	8	147
for	O	3	147
breakfast	O	9	147
,	O	1	147
beer	O	4	147
for	O	3	147
dinner	O	6	147
,	O	1	147
&	O	1	147
amp	O	3	147
;	O	1	147
cake	O	4	147
pops	O	4	147
for	O	3	147
bed	O	3	147
time	O	4	147
snack	O	5	147
.	O	1	147
So	O	2	147
I	O	1	147
should	O	6	147
be	O	2	147
skinny	O	6	147
again	O	5	147
soon	O	4	147
.	O	1	147
Maintaining	O	11	148
my	O	2	148
most	O	4	148
minimal	O	7	148
level	O	5	148
of	O	2	148
regular	O	7	148
activity	O	8	148
is	O	2	148
becoming	O	8	148
so	O	2	148
hard	O	4	148
😭	O	1	148
+	O	1	148
tylenol	B-	7	148
/naps	O	5	148
no	O	2	148
longer	O	6	148
fix	O	3	148
everything	O	10	148
.	O	1	148
